id	language	sentence
1515	eng	Their communication may be much more complex than we thought.
1516	eng	"The phone is ringing." "I'll get it."
1517	eng	"That's very nice of you," Willie answered.
1518	eng	"Thank you for helping me." "Don't mention it."
1519	eng	Someday I'll run like the wind.
1520	eng	"She likes music." "So do I."
1521	eng	Please don't cry.
1522	eng	Let me know if there is anything I can do.
1523	eng	It may be that the happiness awaiting us is not at all the sort of happiness we would want.
1524	eng	It is up to you to decide whether we will go there or not.
1525	eng	Class doesn't begin until eight-thirty.
1526	eng	I want a boat that will take me far away from here.
1527	eng	"I feel like playing cards." "So do I."
1528	eng	"Haven't we met somewhere before?" asked the student.
1529	eng	A Japanese would never do such a thing.
1530	eng	Allen is a poet.
1531	eng	The archer killed the deer.
1532	eng	Communism will never be reached in my lifetime.
1533	eng	Rye was called the grain of poverty.
1534	eng	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.
1535	eng	If you see a mistake, then please correct it.
1536	eng	Place the deck of cards on the oaken table.
1537	eng	The Germans are very crafty.
1538	eng	If you don't eat, you die.
1539	eng	How do you spell "pretty"?
1540	eng	Why don't we go home?
1541	eng	I'm sorry, I can't stay long.
1542	eng	Ten years is a long time to wait.
1543	eng	"Why aren't you going?" "Because I don't want to."
1544	eng	One million people lost their lives in the war.
1547	eng	It is not rare at all to live over ninety years.
1549	eng	First, I'm going to do an outline of my new website.
1550	eng	Democracy is the worst form of government, except all the others that have been tried.
1551	eng	When you're beginning to look like the photo in your passport, you should go on a holiday.
1552	eng	It wasn't me, commissioner!
1553	eng	Oh, my white pants! And they were new.
1554	eng	With so many people around he naturally became a bit nervous.
1555	eng	When I left the train station, I saw a man.
1557	eng	You're an angel!
1558	eng	People from Madrid are weird.
1559	eng	Well, the night is quite long, isn't it?
1560	eng	You're lucky because he didn't bite you.
1561	eng	Did you miss me?
1563	eng	Are they all the same?
1564	eng	Thank you very much!
1565	eng	Where are the eggs, please?
1566	eng	I'll take him.
1567	eng	It's a surprise.
1568	eng	That's a good idea!
1569	eng	Round trip? Only one-way.
1570	eng	It's a pity when somebody dies.
1571	eng	They were left speechless.
1572	eng	Damn! It's not bad!
1573	eng	Pull into shape after washing.
1574	eng	Wash before first wearing.
1575	eng	Don't open before the train stops.
1577	eng	Those who live in glass houses should not throw stones.
1578	eng	They say love is blind.
1579	eng	Oh, I'm sorry.
1580	eng	Math is like love: a simple idea, but it can get complicated.
1581	eng	The only useful answers are those that raise new questions.
1582	eng	To have doubts about oneself is the first sign of intelligence.
1583	eng	Poor is not the one who has too little, but the one who wants too much.
1584	eng	Seeing that you're not surprised, I think you must have known.
1585	eng	How long does it take to get to the station?
1586	eng	This will be a good souvenir of my trip around the United States.
1587	eng	Excuse me; allow me to point out three errors in the above article.
1589	eng	It is difficult to keep up a conversation with someone who only says "yes" and "no".
1590	eng	Do you speak Italian?
1591	eng	"I can't think with that noise," she said, as she stared at the typewriter.
1592	eng	It is said that "Hamlet" is the most interesting play ever written.
1594	eng	May I ask a question?
1595	eng	"How do you feel?" he inquired.
1596	eng	It's quite difficult to master French in 2 or 3 years.
1597	eng	It's impossible for me to explain it to you.
1598	eng	I don't want to spend the rest of my life regretting it.
1599	eng	It would be fun to see how things change over the years.
1600	eng	I would never have guessed that.
1601	eng	Imagination affects every aspect of our lives.
1602	eng	You'll forget about me someday.
1603	eng	That is rather unexpected.
1604	eng	I wonder how long it's going to take.
1605	eng	I can't live without a TV.
1606	eng	I couldn't have done it without you. Thank you.
1607	eng	Nothing is achieved without effort.
1608	eng	Many people drift through life without a purpose.
1609	eng	Life without love is just totally pointless.
1610	eng	Let me know if I need to make any changes.
1611	eng	I think exams are ruining education.
1612	eng	We can't sleep because of the noise.
1613	eng	Do you have a condom?
1615	eng	Do whatever he tells you.
1616	eng	I can walk to school in 10 minutes.
1617	eng	It took me more than two hours to translate a few pages of English.
1618	eng	It is already eleven.
1619	eng	May I talk to Ms. Brown?
1620	eng	"Yes, orange juice please," says Mike.
1621	eng	"Ah!" is an interjection.
1622	eng	What do you want?
1623	eng	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
1624	eng	You suck dude! I have to tell you everything!
1625	eng	I have a bone to pick with you.
1626	eng	Do you need me to give you some money?
1627	eng	Paris is the most beautiful city in the world.
1629	eng	Hey, I may have no money, but I still have my pride.
1630	eng	I have a dream.
1631	eng	This is my friend Rachel. We went to high school together.
1632	eng	The cost of life increased drastically.
1633	eng	All that which is invented, is true.
1634	eng	To be surprised, to wonder, is to begin to understand.
1635	eng	But the universe is infinite.
1636	eng	To be perfect she lacked just one defect.
1637	eng	And yet, the contrary is always true as well.
1638	eng	We don't see things as they are, but as we are.
1639	eng	The world is a den of crazies.
1640	eng	You opened up my eyes to what it's like when everything is right.
1641	eng	You found me where no one else was looking.
1642	eng	You're by my side; everything's fine now.
1643	eng	What do you mean you don't know?!
1644	eng	You look stupid.
1645	eng	I think I'm gonna go to sleep.
1646	eng	My name is Jack.
1647	eng	I like it very much.
1648	eng	We're meeting up tomorrow?
1649	eng	How do you say that in Italian?
1650	eng	I have to go shopping. I'll be back in an hour.
1651	eng	Is it far from here?
1652	eng	These things aren't mine!
1653	eng	Thanks, that's all.
1654	eng	Would you like to dance with me?
1658	eng	Italy is a very beautiful country.
1659	eng	It's not my fault!
1660	eng	I'd like to stay for one night.
1661	eng	Could you dial for me? The telephone is too high.
1662	eng	Is there a youth hostel near here?
1663	eng	Where are the showers?
1664	eng	Open your mouth!
1665	eng	Is it bad?
1666	eng	I have lost my wallet.
1668	eng	Love is never wasted.
1669	eng	Life is what happens to you while you're busy making other plans.
1670	eng	Not wanting is the same as having.
1671	eng	He's very sexy.
1673	eng	"Pass me the salt, please." "Here you are."
1674	eng	There are too many things to do!
1676	eng	Come on, play with me, I'm so bored!
1677	eng	Don't you even think of eating my chocolate!
1678	eng	Stop asking me for a drink! Go get it yourself.
1679	eng	Thanks to you I've lost my appetite.
1680	eng	I really need to hit somebody.
1681	eng	Who doesn't know this problem?!
1682	eng	It has been so long since I last went to Disneyland with my family.
1683	eng	My parents keep arguing about stupid things. It's so annoying!
1684	eng	If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.
1685	eng	My friends always say I'm too calm, but my family always says I'm too annoying.
1686	eng	I hate those spiders. They're always there to freak me out when I'm cleaning.
1687	eng	So annoying... Now I get a headache whenever I use the computer!
1688	eng	It's so hot that you could cook an egg on the hood of a car.
1689	eng	It is very hot today.
1690	eng	Nobody came.
1691	eng	I never saw a red fridge.
1693	eng	Better to be hated for who you are than loved for who you're not.
1694	eng	It's lonely in the saddle since the horse died.
1695	eng	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.
1696	eng	My eyes are an ocean in which my dreams are reflected.
1697	eng	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.
1698	eng	Look at me when I talk to you!
1699	eng	What would the world be without women?
1700	eng	What if you gave a speech and nobody came?
1701	eng	I don't know what to say to make you feel better.
1702	eng	This is not my type.
1703	eng	I was trying to kill time.
1704	eng	How did you come up with this crazy idea?
1705	eng	I'm tired.
1706	eng	Who wants some hot chocolate?
1707	eng	Speak more slowly, please!
1709	eng	When do we arrive?
1710	eng	The check, please.
1711	eng	And what are we going to do?
1712	eng	I have a headache.
1713	eng	Where can one make a phone call?
1714	eng	I must admit that I snore.
1715	eng	Tonight we're going to church.
1716	eng	How are you? Did you have a good trip?
1717	eng	I don't feel well.
1718	eng	Call the police!
1719	eng	It's too expensive!
1720	eng	She's faking sleep. That's why she's not snoring.
1721	eng	My shoes are too small. I need new ones.
1722	eng	We're getting out of here. The cops are coming.
1723	eng	Merry Christmas!
1724	eng	It would be so cool if I could speak ten languages!
1725	eng	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."
1726	eng	You should have listened to me.
1727	eng	It's a complete mess, and it's getting on my nerves.
1728	eng	When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.
1729	eng	What does it involve?
1730	eng	One hundred and fifty thousand couples are expected to get married in Shanghai in 2006.
1731	eng	Those selected will have to face extensive medical and psychological tests.
1732	eng	Half a million children still face malnutrition in Niger.
1733	eng	It will take five to ten years for the technology to be ready.
1734	eng	Bicycles are tools for urban sustainability.
1735	eng	The French government has launched an online game that challenges taxpayers to balance the national budget.
1736	eng	He would be glad to hear that.
1737	eng	What do you believe is true even though you cannot prove it?
1738	eng	Computers make people stupid.
1739	eng	Don't ask what they think. Ask what they do.
1740	eng	When you're trying to prove something, it helps to know it's true.
1741	eng	What changes the world is communication, not information.
1742	eng	Most scientific breakthroughs are nothing else than the discovery of the obvious.
1743	eng	If you don't understand something, it's because you aren't aware of its context.
1744	eng	The past can only be known, not changed. The future can only be changed, not known.
1745	eng	The key question is not what can I gain but what do I have to lose.
1746	eng	Anything that can be misunderstood will be.
1747	eng	Any universe simple enough to be understood is too simple to produce a mind able to understand it.
1748	eng	Why is life so full of suffering?
1749	eng	Despite the importance of sleep, its purpose is a mystery.
1750	eng	What does it mean to have an educated mind in the 21st century?
1751	eng	Passion creates suffering.
1752	eng	The train from Geneva will arrive at the station.
1753	eng	I would like to give him a present for his birthday.
1754	eng	I'm starving!
1755	eng	Do you have friends in Antigua?
1756	eng	A cubic meter corresponds to 1000 liters.
1757	eng	I have so much work that I will stay for one more hour.
1758	eng	I am married and have two children.
1759	eng	He plays the piano very well.
1760	eng	I see it rarely.
1761	eng	I'd like to study in Paris.
1762	eng	You don't know who I am.
1763	eng	Why don't you eat vegetables?
1764	eng	Why do people go to the movies?
1765	eng	I'm undressing.
1766	eng	The car crashed into the wall.
1767	eng	There are no real visions.
1768	eng	There's no point saying "Hi, how are you?" to me if you have nothing else to say.
1769	eng	In a dictionary like this one there should be at least two sentences with "fridge".
1770	eng	Creationism is a pseudo-science.
1771	eng	The wind calmed down.
1772	eng	I don't want to propose to you!
1773	eng	Give me time to give you everything I have!
1774	eng	A democrat is a free citizen who yields to the will of the majority.
1775	eng	Where there's a will, there's a way.
1776	eng	Who searches, finds.
1777	eng	Rome wasn't built in a day.
1778	eng	Silence gives consent.
1779	eng	"Have you finished?" "On the contrary, I have not even begun yet."
1780	eng	"Good morning", said Tom with a smile.
1781	eng	Why does one say "Good day" when the day is not good?
1782	eng	Wine is poetry filled in bottles.
1783	eng	That was the best day of my life.
1784	eng	I don't understand German.
1785	eng	I made my decision.
1786	eng	I give you my word.
1788	eng	You are the great love of my life.
1789	eng	Being objective means not telling everybody whose side you are on.
1790	eng	We have a Pope.
1791	eng	The whole is greater than the sum of the parts.
1792	eng	A mathematical truth is neither simple nor complicated; it is.
1793	eng	Mathematicians are poets, except that they have to prove what their fantasy creates.
1794	eng	Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.
1795	eng	An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.
1796	eng	Doing math is the only socially acceptable way to masturbate in public.
1797	eng	There are 10 types of people in the world: those who understand binary, and those who don't.
1798	eng	I don't think, therefore I am not.
1799	eng	Nowadays we want our children to make their own decisions, but we expect those decisions to please us.
1800	eng	Don't worry, be happy!
1801	eng	I find foreign languages very interesting.
1802	eng	I don't like learning irregular verbs.
1803	eng	Take a book and read it.
1804	eng	Face life with a smile!
1805	eng	Most schools were designed not to transform society, but to reproduce it.
1806	eng	You make me dream.
1807	eng	I'm beside myself with joy.
1808	eng	He's already a man.
1809	eng	The vacation is over now.
1810	eng	I'm afraid to fall.
1811	eng	Evening dress is desired.
1812	eng	That's the absolute truth.
1813	eng	It's cold.
1814	eng	I'm thirsty.
1815	eng	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.
1817	eng	When you can't do what you want, you do what you can.
1818	eng	Give him an inch and he'll take a yard.
1819	eng	You did this intentionally!
1820	eng	You didn't tell him anything?
1821	eng	You made me lose my mind.
1822	eng	You're my type.
1823	eng	You're irresistible.
1824	eng	Could you call again later, please?
1825	eng	Who am I talking with?
1826	eng	I accept, but only under one condition.
1827	eng	Smile now, cry later!
1828	eng	At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.
1829	eng	Life is beautiful.
1830	eng	There are days where I feel like my brain wants to abandon me.
1831	eng	I can't cut my nails and do the ironing at the same time!
1832	eng	I can't take it anymore! I haven't slept for three days!
1833	eng	He doesn't want you to tell him about your sex life.
1834	eng	Have you ever eaten a banana pie?
1835	eng	Why would you marry a woman if you like men?
1836	eng	If you can't have children, you could always adopt.
1837	eng	Are you for or against abortions?
1838	eng	What made you change your mind?
1839	eng	Hey, look, a three-headed monkey!
1840	eng	It's a pity that you can't buy miracles like you would buy potatoes.
1841	eng	I love lasagna.
1842	eng	If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.
1843	eng	Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead.
1844	eng	Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.
1845	eng	If you raise an eyebrow, it can mean "I want to have sex with you", but also "I find that what you just said is completely idiotic."
1846	eng	The brain is just a complicated machine.
1847	eng	A schedule is an identity card for time, but, if you don't have a schedule, the time isn't there.
1848	eng	This baby penguin is too cute!
1850	eng	I'm at the hospital. I got struck by lightning.
1851	eng	Let's face it, it's impossible. We're never gonna make it.
1852	eng	What is your greatest source of inspiration?
1853	eng	You don't marry someone you can live with — you marry the person whom you cannot live without.
1854	eng	In theory, there is no difference between theory and practice. But, in practice, there is.
1855	eng	Don't stay in bed, unless you can make money in bed.
1856	eng	There are people in the world so hungry, that God cannot appear to them except in the form of bread.
1857	eng	Anything that is too stupid to be spoken is sung.
1858	eng	It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.
1859	eng	I was rereading the letters you sent to me.
1860	eng	I don't want to go to school.
1861	eng	It's over between us. Give me back my ring!
1862	eng	It is raining.
1863	eng	I was planning on going to the beach today, but then it started to rain.
1864	eng	She's really smart, isn't she?
1865	eng	An opinion is shocking only if it is a conviction.
1866	eng	People who love doubt nothing, or doubt everything.
1867	eng	Justice is expensive.
1868	eng	Liberty consists of being able to make everything as harmless as possible.
1869	eng	The slowest one to make a promise is the most faithful one in keeping it.
1870	eng	Every opinion is a mixture of truth and mistakes.
1871	eng	Life is a fatal sexually transmitted disease.
1872	eng	If two men always have the same opinion, one of them is unnecessary.
1873	eng	Our opinion is an idea which we have; our conviction an idea which has us.
1874	eng	Tomorrow, I'm going to study at the library.
1875	eng	Too late.
1876	eng	I went to the zoo yesterday.
1877	eng	We won the battle.
1878	eng	Hello? Are you still here?
1879	eng	I make lunch every day.
1880	eng	I watched TV this morning.
1881	eng	I read a book while eating.
1882	eng	I slept a little during lunch break because I was so tired.
1883	eng	I started learning Chinese last week.
1884	eng	It is easier to hit on people on the Internet than in the street.
1885	eng	I live near the sea so I often get to go to the beach.
1886	eng	Someday I will buy a cotton candy machine.
1887	eng	It's practical to have a laptop.
1888	eng	Your glasses fell on the floor.
1889	eng	How many times a day do you look at yourself in the mirror?
1890	eng	We went to London last year.
1891	eng	She doesn't want to talk about it.
1892	eng	I lost my inspiration.
1894	eng	If you don't have anything to do, look at the ceiling of your room.
1895	eng	It doesn't mean anything!
1896	eng	Be patient please. It takes time.
1897	eng	Close the door when you leave.
1898	eng	This is such a sad story.
1899	eng	If there's no solution, then there's no problem.
1900	eng	My little brother is watching TV.
1901	eng	It's presumptuous for humans to assume that our task is to do what only God can do.
1902	eng	An astute reader should be willing to weigh everything they read, including anonymous sources.
1903	eng	Denying she was an anarchist, Katja maintained she wished only to make changes in our government, not to destroy it.
1904	eng	Blindness is responsible for a staggering toll of poor health, suffering, and loss of dignity and diminution in the quality of lives of people worldwide.
1905	eng	The formation and movement of hurricanes are capricious, even with our present-day technology.
1906	eng	When you send a telegram, brevity is essential because you will be charged for every word.
1907	eng	David has a keen interest in aesthetics — the qualities that make a painting, sculpture, musical composition, or poem pleasing to the eye, ear, or mind.
1908	eng	Despite Trang's constant affirmations of love, Spenser is still afraid someday she will fall out of love with him.
1909	eng	You met him at the university?
1910	eng	Aaah!! My computer is broken!
1911	eng	The private colleges and universities of the United States are autonomous.
1912	eng	Every time I join a new game of Warcraft, I am pitted against a new team of adversaries.
1913	eng	From the moment that I knew that the university existed, I've wanted to go there.
1914	eng	My apathy for voting comes from my distaste for politics.
1915	eng	The ascendancy of monarchs is what keeps their subjects from rebellion.
1916	eng	Sarah was discerning enough to realize that her friends were trying to prank her.
1917	eng	The orchestra makes discordant noises when tuning up.
1918	eng	The discrepancy between the stories of the two parties involved in the accident was so great that the authorities had a hard time deciding which side was telling the truth.
1919	eng	Yes, it happens from time to time.
1920	eng	I have a great fear of being disdained by those I love and care about.
1921	eng	Most people have a great disinclination to get out of bed early, even if they have to.
1922	eng	Most people only want to hear their own truth.
1923	eng	The audience acclaimed the actors for their performance.
1924	eng	It is good to have ideals... don't you think?
1925	eng	The student decided to abridge his paper by taking out unnecessary details.
1926	eng	People in the world are always advocating for more freedom and equality.
1927	eng	Politicians are always censured for outrageous or inappropriate behavior.
1928	eng	Ms. Eichler had a notorious reputation for being austere to her students.
1929	eng	If you don't listen to us, we will have to resort to coercion.
1930	eng	When I have migraines, aspirin doesn't alleviate the pain for me.
1931	eng	Spenser's sarcastic and joking remarks are often misinterpreted as signs of ambivalence and often taken too seriously.
1932	eng	My mother prefers the arbitrary selection of the lottery machines over my lucky numbers.
1933	eng	To him, hunger was an abstract concept; he always had enough to eat.
1934	eng	The convicted drug dealer was willing to comply with the authorities to have his death sentence reduced to a life sentence.
1935	eng	I consider the Jehovah's witnesses who knock on my door all the time to be no different from religious zealots trying to force their beliefs on me.
1936	eng	The war on Iraq is a volatile subject of political debate; any wrong word and a heated argument could spark.
1937	eng	My next door neighbor is a virtuoso whose skills with the piano have earned him a name among music experts.
1938	eng	He was sick of being vilified all the time by people who were jealous of his ability.
1939	eng	Sven was so verbose that his friends resorted to calling him a chatterbox.
1940	eng	Even people who don't believe in the Catholic church venerate the Pope as a symbolic leader.
1941	eng	Unsure of which suitor she wanted to marry, the princess vacillated, saying now one, now the other.
1942	eng	With the heirless king going crazy and royal family poisoned, the general of the army finally had his chance to usurp the throne.
1943	eng	The recent scandals involving altar boys and religious leaders have undermined the faith people have in the Church.
1944	eng	As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.
1945	eng	There is a fine line between speech that is terse and to the point and speech that is too abrupt.
1946	eng	Though his stay in Europe was transient, Spenser felt he had learned much more about interactions with other people from traveling than he did at college.
1947	eng	Jason was a taciturn individual, so it was always a real surprise when he said anything.
1948	eng	The king was tired of his sycophants always praising him, so he sent them away.
